area_id,date,time_slice,passers_by,unique_passers_by
R008C011,2026-09-21,"[04:00,05:00)",871,847
R006C012,2026-09-21,"[03:00,04:00)",1123,1005
R022C014,2026-09-21,"[10:00,11:00)",217,173
R022C007,2026-09-21,"[19:00,20:00)",2220,1487
R016C015,2026-09-21,"[11:00,12:00)",455,408
R020C012,2026-09-21,"[04:00,05:00)",237,213
R022C006,2026-09-21,"[07:00,08:00)",1580,1152
R004C014,2026-09-21,"[21:00,22:00)",875,666
R012C001,2026-09-21,"[07:00,08:00)",11604,10464
R011C007,2026-09-21,"[22:00,23:00)",18931,14239
R016C014,2026-09-21,"[11:00,12:00)",693,673
R014C006,2026-09-21,"[13:00,14:00)",4999,3183
R001C020,2026-09-21,"[06:00,07:00)",6895,6568
R018C012,2026-09-21,"[18:00,19:00)",3989,2674
R008C014,2026-09-21,"[17:00,18:00)",85759,74299
R018C004,2026-09-21,"[10:00,11:00)",1915,1848
R016C012,2026-09-21,"[09:00,10:00)",22379,17028
R023C012,2026-09-21,"[05:00,06:00)",232,219
R007C010,2026-09-21,"[07:00,08:00)",33183,28212
R014C007,2026-09-21,"[10:00,11:00)",8090,5603
R018C007,2026-09-21,"[02:00,03:00)",302,246
R021C009,2026-09-21,"[22:00,23:00)",3282,2464
R018C000,2026-09-21,"[07:00,08:00)",56,56
R008C014,2026-09-21,"[18:00,19:00)",66831,58914
R022C007,2026-09-21,"[07:00,08:00)",2423,1874
R024C007,2026-09-21,"[17:00,18:00)",4455,3371
R016C007,2026-09-21,"[12:00,13:00)",3888,3365
R009C008,2026-09-21,"[23:00,00:00)",6353,5434
R009C010,2026-09-21,"[05:00,06:00)",13133,10629
R018C007,2026-09-21,"[05:00,06:00)",1176,1085
R012C008,2026-09-21,"[06:00,07:00)",12537,9955
R014C006,2026-09-21,"[05:00,06:00)",1049,763
R019C008,2026-09-21,"[09:00,10:00)",3755,3311
R020C002,2026-09-21,"[20:00,21:00)",62,62
R014C020,2026-09-21,"[06:00,07:00)",602,503
R020C007,2026-09-21,"[05:00,06:00)",954,606
R020C009,2026-09-21,"[20:00,21:00)",11628,8057
R016C013,2026-09-21,"[18:00,19:00)",5875,4751
R003C007,2026-09-21,"[14:00,15:00)",13103,11752
R004C015,2026-09-21,"[23:00,00:00)",992,744
R008C016,2026-09-21,"[23:00,00:00)",859,709
R019C014,2026-09-21,"[17:00,18:00)",3644,3203
R011C010,2026-09-21,"[05:00,06:00)",18879,13243
R018C002,2026-09-21,"[13:00,14:00)",1121,661
R020C012,2026-09-21,"[08:00,09:00)",3516,2608
R015C009,2026-09-21,"[20:00,21:00)",2029,1432
R004C013,2026-09-21,"[23:00,00:00)",1074,814
R021C011,2026-09-21,"[03:00,04:00)",68,68
R024C005,2026-09-21,"[13:00,14:00)",144,84
R006C013,2026-09-21,"[23:00,00:00)",3022,2477
R006C006,2026-09-21,"[23:00,00:00)",1365,996
R017C002,2026-09-21,"[17:00,18:00)",116,116
R016C016,2026-09-21,"[12:00,13:00)",3597,2784
R015C000,2026-09-21,"[18:00,19:00)",284,253
R008C013,2026-09-21,"[22:00,23:00)",26849,19875
R013C005,2026-09-21,"[07:00,08:00)",10868,8137
R016C020,2026-09-21,"[19:00,20:00)",24774,19460
R005C017,2026-09-21,"[09:00,10:00)",9867,7757
R014C007,2026-09-21,"[02:00,03:00)",609,331
R007C011,2026-09-21,"[14:00,15:00)",12154,9308
R005C008,2026-09-21,"[11:00,12:00)",18646,13720
R011C002,2026-09-21,"[02:00,03:00)",1575,1012
R008C008,2026-09-21,"[19:00,20:00)",33038,28224
R015C019,2026-09-21,"[03:00,04:00)",781,677
R005C008,2026-09-21,"[14:00,15:00)",21641,16584
R005C009,2026-09-21,"[03:00,04:00)",436,352
R007C006,2026-09-21,"[15:00,16:00)",21884,16783
R010C011,2026-09-21,"[18:00,19:00)",103179,75762
R015C009,2026-09-21,"[13:00,14:00)",7501,4396
R016C018,2026-09-21,"[07:00,08:00)",33255,30485
R009C007,2026-09-21,"[03:00,04:00)",1430,1010
R016C019,2026-09-21,"[08:00,09:00)",41974,36110
R018C007,2026-09-21,"[23:00,00:00)",683,569
R009C001,2026-09-21,"[21:00,22:00)",1165,995
R014C016,2026-09-21,"[10:00,11:00)",14708,12800
R021C008,2026-09-21,"[13:00,14:00)",5205,3755
R010C015,2026-09-21,"[09:00,10:00)",39644,30428
R007C013,2026-09-21,"[15:00,16:00)",62563,50460
R011C009,2026-09-21,"[02:00,03:00)",6166,3658
R012C009,2026-09-21,"[22:00,23:00)",24443,18215
R006C013,2026-09-21,"[16:00,17:00)",20118,17689
R023C011,2026-09-21,"[20:00,21:00)",2367,1909
R023C004,2026-09-21,"[17:00,18:00)",711,711
R022C014,2026-09-21,"[08:00,09:00)",179,159
R010C009,2026-09-21,"[23:00,00:00)",23092,17422
R022C006,2026-09-21,"[23:00,00:00)",184,122
R018C016,2026-09-21,"[11:00,12:00)",1675,1342
R010C016,2026-09-21,"[03:00,04:00)",1898,1486
R006C010,2026-09-21,"[12:00,13:00)",22637,18257
R023C006,2026-09-21,"[03:00,04:00)",163,96
R020C015,2026-09-21,"[16:00,17:00)",244,244
R010C005,2026-09-21,"[11:00,12:00)",25753,19075
R014C012,2026-09-21,"[03:00,04:00)",1175,997
R023C011,2026-09-21,"[22:00,23:00)",596,466
R015C010,2026-09-21,"[15:00,16:00)",33566,24060
R004C015,2026-09-21,"[06:00,07:00)",2997,2123
R013C016,2026-09-21,"[02:00,03:00)",239,203
R003C019,2026-09-21,"[11:00,12:00)",2724,2650
R004C017,2026-09-21,"[07:00,08:00)",37517,29653
R001C019,2026-09-21,"[02:00,03:00)",1086,744
R015C021,2026-09-21,"[05:00,06:00)",1416,1274
R005C014,2026-09-21,"[11:00,12:00)",14956,11238
R003C017,2026-09-21,"[14:00,15:00)",14515,12143
R010C003,2026-09-21,"[20:00,21:00)",27919,22297
R023C006,2026-09-21,"[22:00,23:00)",307,183
R022C009,2026-09-21,"[08:00,09:00)",15252,12537
R018C012,2026-09-21,"[13:00,14:00)",2852,1874
R018C016,2026-09-21,"[20:00,21:00)",1235,938
R014C006,2026-09-21,"[02:00,03:00)",474,248
R006C009,2026-09-21,"[13:00,14:00)",17145,13437
R018C004,2026-09-21,"[23:00,00:00)",159,159
R012C021,2026-09-21,"[20:00,21:00)",2783,2578
R008C007,2026-09-21,"[07:00,08:00)",81804,63323
R003C015,2026-09-21,"[21:00,22:00)",1092,612
R013C012,2026-09-21,"[14:00,15:00)",102357,74112
R012C007,2026-09-21,"[23:00,00:00)",4552,3353
R018C009,2026-09-21,"[06:00,07:00)",3526,2511
R016C017,2026-09-21,"[08:00,09:00)",20167,19161
R005C008,2026-09-21,"[04:00,05:00)",1225,976
R017C009,2026-09-21,"[18:00,19:00)",4178,3204
R014C021,2026-09-21,"[03:00,04:00)",119,96
R013C010,2026-09-21,"[12:00,13:00)",52811,36878
R015C011,2026-09-21,"[09:00,10:00)",18999,15171
R008C014,2026-09-21,"[13:00,14:00)",63069,51235
R021C007,2026-09-21,"[06:00,07:00)",802,686
R022C008,2026-09-21,"[22:00,23:00)",2649,1584
R016C004,2026-09-21,"[20:00,21:00)",1791,1557
R009C014,2026-09-21,"[14:00,15:00)",79507,60404
R018C010,2026-09-21,"[07:00,08:00)",28423,24645
R018C000,2026-09-21,"[08:00,09:00)",817,681
R018C006,2026-09-21,"[05:00,06:00)",1067,905
R008C015,2026-09-21,"[04:00,05:00)",1126,837
R003C013,2026-09-21,"[13:00,14:00)",14669,12484
R007C008,2026-09-21,"[05:00,06:00)",8755,7064
R016C004,2026-09-21,"[07:00,08:00)",4161,3567
R007C007,2026-09-21,"[08:00,09:00)",80308,60870
R011C017,2026-09-21,"[05:00,06:00)",4579,3621
R017C008,2026-09-21,"[11:00,12:00)",2375,2171
R008C015,2026-09-21,"[13:00,14:00)",19701,13943
R022C009,2026-09-21,"[13:00,14:00)",8198,6231
R010C007,2026-09-21,"[17:00,18:00)",135810,104193
R006C012,2026-09-21,"[19:00,20:00)",18105,16691
R010C013,2026-09-21,"[16:00,17:00)",54476,45372
R005C017,2026-09-21,"[03:00,04:00)",293,162
R024C008,2026-09-21,"[23:00,00:00)",626,412
R007C010,2026-09-21,"[13:00,14:00)",31521,22784
R011C008,2026-09-21,"[10:00,11:00)",94850,65671
R016C009,2026-09-21,"[18:00,19:00)",8218,6633
R020C002,2026-09-21,"[07:00,08:00)",52,52
R016C000,2026-09-21,"[11:00,12:00)",130,75
R003C008,2026-09-21,"[07:00,08:00)",872,872
R010C003,2026-09-21,"[13:00,14:00)",42673,31524
R016C005,2026-09-21,"[15:00,16:00)",1158,1028
R024C011,2026-09-21,"[02:00,03:00)",12,12
R022C013,2026-09-21,"[06:00,07:00)",1292,1188
R005C014,2026-09-21,"[23:00,00:00)",3399,2556
R011C000,2026-09-21,"[09:00,10:00)",31521,30663
R013C018,2026-09-21,"[11:00,12:00)",17236,14373
R011C010,2026-09-21,"[03:00,04:00)",7525,4608
R023C008,2026-09-21,"[23:00,00:00)",510,431
R012C017,2026-09-21,"[02:00,03:00)",1889,1149
R017C010,2026-09-21,"[14:00,15:00)",21883,17504
R014C005,2026-09-21,"[05:00,06:00)",806,573
R012C008,2026-09-21,"[03:00,04:00)",812,507
R015C013,2026-09-21,"[22:00,23:00)",4111,3391
R013C007,2026-09-21,"[21:00,22:00)",5089,3927
R022C011,2026-09-21,"[08:00,09:00)",10490,9526
R019C015,2026-09-21,"[14:00,15:00)",2118,1861
R003C018,2026-09-21,"[12:00,13:00)",12871,10614
R023C011,2026-09-21,"[19:00,20:00)",3722,3112
R009C010,2026-09-21,"[10:00,11:00)",95323,71851
R007C009,2026-09-21,"[09:00,10:00)",62258,49894
R004C012,2026-09-21,"[04:00,05:00)",1273,1071
R018C008,2026-09-21,"[06:00,07:00)",2311,2013
R003C010,2026-09-21,"[12:00,13:00)",5873,3605
R022C013,2026-09-21,"[05:00,06:00)",373,300
R008C009,2026-09-21,"[09:00,10:00)",71073,57938
R012C005,2026-09-21,"[03:00,04:00)",1006,606
R018C007,2026-09-21,"[08:00,09:00)",5337,4739
R008C012,2026-09-21,"[14:00,15:00)",57014,48006
R010C001,2026-09-21,"[04:00,05:00)",1108,1043
R013C022,2026-09-21,"[05:00,06:00)",702,572
R021C002,2026-09-21,"[21:00,22:00)",12,12
R020C002,2026-09-21,"[14:00,15:00)",41,40
R006C016,2026-09-21,"[22:00,23:00)",2779,2347
R012C014,2026-09-21,"[19:00,20:00)",53320,38467
R018C006,2026-09-21,"[11:00,12:00)",5609,4205
R024C011,2026-09-21,"[16:00,17:00)",1339,1196
R021C012,2026-09-21,"[17:00,18:00)",2224,2069
R011C005,2026-09-21,"[13:00,14:00)",39589,26536
R009C003,2026-09-21,"[06:00,07:00)",13635,12847
R021C012,2026-09-21,"[05:00,06:00)",284,260
R024C010,2026-09-21,"[22:00,23:00)",333,296
R015C006,2026-09-21,"[14:00,15:00)",889,787
R009C009,2026-09-21,"[11:00,12:00)",67519,56049
R004C012,2026-09-21,"[13:00,14:00)",24079,18967
R008C015,2026-09-21,"[08:00,09:00)",22010,17075
R013C010,2026-09-21,"[22:00,23:00)",14566,10669
R013C013,2026-09-21,"[06:00,07:00)",26250,21573
R017C012,2026-09-21,"[04:00,05:00)",273,190
R011C001,2026-09-21,"[15:00,16:00)",39168,34743
R020C008,2026-09-21,"[08:00,09:00)",17369,12297
R010C006,2026-09-21,"[18:00,19:00)",79275,62633
R019C015,2026-09-21,"[07:00,08:00)",1960,1853
R021C010,2026-09-21,"[14:00,15:00)",9382,7786
R005C015,2026-09-21,"[14:00,15:00)",31565,21279
R021C002,2026-09-21,"[05:00,06:00)",20,20
R004C009,2026-09-21,"[15:00,16:00)",508,396
R009C017,2026-09-21,"[14:00,15:00)",22111,17639
R012C005,2026-09-21,"[20:00,21:00)",15203,10586
R012C016,2026-09-21,"[17:00,18:00)",24246,21558
R015C017,2026-09-21,"[23:00,00:00)",5369,4194
R013C011,2026-09-21,"[08:00,09:00)",141149,108810
R014C014,2026-09-21,"[17:00,18:00)",78386,60391
R017C016,2026-09-21,"[08:00,09:00)",4718,3798
R020C012,2026-09-21,"[16:00,17:00)",3467,2513
R016C007,2026-09-21,"[20:00,21:00)",2206,1899
R018C017,2026-09-21,"[09:00,10:00)",505,414
R010C012,2026-09-21,"[06:00,07:00)",15484,13802
R023C008,2026-09-21,"[10:00,11:00)",2605,1958
R021C014,2026-09-21,"[22:00,23:00)",193,193
R010C008,2026-09-21,"[22:00,23:00)",32013,24964
R017C012,2026-09-21,"[22:00,23:00)",2293,1582
R003C007,2026-09-21,"[02:00,03:00)",688,420
R006C011,2026-09-21,"[04:00,05:00)",1586,1324
R009C018,2026-09-21,"[21:00,22:00)",2084,1736
R017C019,2026-09-21,"[04:00,05:00)",843,743
R021C003,2026-09-21,"[08:00,09:00)",80,60
R020C010,2026-09-21,"[19:00,20:00)",24092,17224
R010C003,2026-09-21,"[11:00,12:00)",36715,27175
R023C006,2026-09-21,"[18:00,19:00)",1461,965
R016C014,2026-09-21,"[06:00,07:00)",295,295
R014C014,2026-09-21,"[04:00,05:00)",2171,1862
R009C018,2026-09-21,"[09:00,10:00)",5399,4792
R015C018,2026-09-21,"[14:00,15:00)",25106,21339
R017C007,2026-09-21,"[07:00,08:00)",5817,5305
R015C012,2026-09-21,"[21:00,22:00)",12711,10480
R020C009,2026-09-21,"[19:00,20:00)",16895,11147
R012C003,2026-09-21,"[09:00,10:00)",25881,18667
R022C011,2026-09-21,"[23:00,00:00)",567,461
R016C007,2026-09-21,"[04:00,05:00)",190,167
R011C019,2026-09-21,"[20:00,21:00)",1743,1602
R003C015,2026-09-21,"[11:00,12:00)",1281,886
R019C006,2026-09-21,"[23:00,00:00)",977,830
R004C008,2026-09-21,"[18:00,19:00)",5245,4622
R006C012,2026-09-21,"[09:00,10:00)",23331,21615
R018C003,2026-09-21,"[14:00,15:00)",438,426
R008C015,2026-09-21,"[16:00,17:00)",20232,15325
R018C007,2026-09-21,"[22:00,23:00)",1135,898
R017C017,2026-09-21,"[03:00,04:00)",43,43
R016C005,2026-09-21,"[17:00,18:00)",1908,1643
R005C007,2026-09-21,"[19:00,20:00)",19685,15674
R025C007,2026-09-21,"[17:00,18:00)",1259,1199
R010C000,2026-09-21,"[06:00,07:00)",7187,6786
R021C012,2026-09-21,"[18:00,19:00)",2143,1973
R021C014,2026-09-21,"[21:00,22:00)",325,305
R007C012,2026-09-21,"[07:00,08:00)",43344,37514
R014C019,2026-09-21,"[09:00,10:00)",3952,2982
R015C008,2026-09-21,"[18:00,19:00)",3584,3238
R003C010,2026-09-21,"[10:00,11:00)",5425,3187
R019C003,2026-09-21,"[12:00,13:00)",730,612
R011C013,2026-09-21,"[12:00,13:00)",59679,46353
R020C005,2026-09-21,"[10:00,11:00)",6017,4118
R003C008,2026-09-21,"[03:00,04:00)",54,54
R015C006,2026-09-21,"[04:00,05:00)",44,44
R009C013,2026-09-21,"[19:00,20:00)",46359,39261
R007C015,2026-09-21,"[08:00,09:00)",26668,21689
R009C016,2026-09-21,"[04:00,05:00)",1914,1713
R012C015,2026-09-21,"[17:00,18:00)",37749,32141
R004C014,2026-09-21,"[14:00,15:00)",1574,1133
R025C010,2026-09-21,"[07:00,08:00)",2420,1986
R008C010,2026-09-21,"[23:00,00:00)",2897,2701
R019C001,2026-09-21,"[19:00,20:00)",151,119
R005C012,2026-09-21,"[17:00,18:00)",28503,24184
R007C006,2026-09-21,"[23:00,00:00)",2913,2026
R011C019,2026-09-21,"[03:00,04:00)",172,160
R009C002,2026-09-21,"[07:00,08:00)",31585,29837
R016C006,2026-09-21,"[18:00,19:00)",676,652
R011C007,2026-09-21,"[18:00,19:00)",83233,64301
R006C013,2026-09-21,"[20:00,21:00)",12204,10220
R023C012,2026-09-21,"[17:00,18:00)",5975,5734
R021C010,2026-09-21,"[15:00,16:00)",11243,9566
R014C007,2026-09-21,"[17:00,18:00)",8178,6381
R013C007,2026-09-21,"[18:00,19:00)",11051,8563
R010C004,2026-09-21,"[23:00,00:00)",3574,2685
R008C007,2026-09-21,"[12:00,13:00)",59952,46929
R009C015,2026-09-21,"[18:00,19:00)",48837,38090
R017C008,2026-09-21,"[07:00,08:00)",3009,2826
R005C012,2026-09-21,"[12:00,13:00)",18574,14843
R024C006,2026-09-21,"[03:00,04:00)",139,64
R014C007,2026-09-21,"[13:00,14:00)",8893,6226
R017C016,2026-09-21,"[02:00,03:00)",184,96
R019C013,2026-09-21,"[21:00,22:00)",349,337
R018C012,2026-09-21,"[16:00,17:00)",3034,2091
R013C004,2026-09-21,"[05:00,06:00)",1693,1331
R019C007,2026-09-21,"[13:00,14:00)",6743,4263
R008C014,2026-09-21,"[20:00,21:00)",33252,29577
R017C007,2026-09-21,"[04:00,05:00)",250,214
R023C010,2026-09-21,"[03:00,04:00)",40,20
R018C017,2026-09-21,"[21:00,22:00)",116,103
R007C014,2026-09-21,"[08:00,09:00)",58838,47525
R022C010,2026-09-21,"[07:00,08:00)",9119,8722
R021C010,2026-09-21,"[07:00,08:00)",15931,14363
R006C014,2026-09-21,"[13:00,14:00)",39065,27975
R007C016,2026-09-21,"[17:00,18:00)",4975,4372
R015C018,2026-09-21,"[04:00,05:00)",1634,1485
R014C015,2026-09-21,"[06:00,07:00)",15308,13201
R012C001,2026-09-21,"[19:00,20:00)",8889,7935
R017C017,2026-09-21,"[09:00,10:00)",3049,2784
R020C013,2026-09-21,"[05:00,06:00)",232,211
R018C004,2026-09-21,"[17:00,18:00)",2752,2599
R014C014,2026-09-21,"[12:00,13:00)",47578,36523
R009C016,2026-09-21,"[11:00,12:00)",22851,19344
R006C014,2026-09-21,"[11:00,12:00)",34717,24970
R015C004,2026-09-21,"[21:00,22:00)",2052,1397
R007C010,2026-09-21,"[16:00,17:00)",38387,28825
R011C008,2026-09-21,"[02:00,03:00)",2826,1919
R013C022,2026-09-21,"[13:00,14:00)",5532,4396
R019C007,2026-09-21,"[19:00,20:00)",3934,2878
R013C012,2026-09-21,"[20:00,21:00)",67758,51066
R021C002,2026-09-21,"[13:00,14:00)",60,40
R016C016,2026-09-21,"[23:00,00:00)",313,247
R013C004,2026-09-21,"[04:00,05:00)",908,672
R011C008,2026-09-21,"[21:00,22:00)",38071,29829
R017C007,2026-09-21,"[19:00,20:00)",3663,3160
R010C018,2026-09-21,"[07:00,08:00)",33672,27118
R017C004,2026-09-21,"[04:00,05:00)",123,123
R021C005,2026-09-21,"[14:00,15:00)",762,576
R016C011,2026-09-21,"[12:00,13:00)",17097,14153
R003C019,2026-09-21,"[15:00,16:00)",4313,4313
R020C010,2026-09-21,"[20:00,21:00)",16201,11692
R019C002,2026-09-21,"[20:00,21:00)",1040,699
R008C014,2026-09-21,"[02:00,03:00)",2430,2051
R021C012,2026-09-21,"[20:00,21:00)",1089,933
R014C009,2026-09-21,"[10:00,11:00)",20140,14253
R022C007,2026-09-21,"[08:00,09:00)",3938,2979
R005C014,2026-09-21,"[02:00,03:00)",1218,633
R003C011,2026-09-21,"[20:00,21:00)",7645,5756
R016C007,2026-09-21,"[23:00,00:00)",530,483
R016C008,2026-09-21,"[18:00,19:00)",4967,3853
R003C016,2026-09-21,"[22:00,23:00)",884,684
R019C015,2026-09-21,"[03:00,04:00)",130,58
R015C001,2026-09-21,"[11:00,12:00)",523,421
R018C002,2026-09-21,"[04:00,05:00)",64,64
R020C006,2026-09-21,"[09:00,10:00)",3480,2305
R005C013,2026-09-21,"[05:00,06:00)",605,497
R011C006,2026-09-21,"[09:00,10:00)",55451,41237
R003C008,2026-09-21,"[08:00,09:00)",867,853
R008C006,2026-09-21,"[13:00,14:00)",45038,37075
R014C007,2026-09-21,"[23:00,00:00)",1238,915
R011C010,2026-09-21,"[18:00,19:00)",295655,187401
R003C017,2026-09-21,"[22:00,23:00)",2539,2273
R025C011,2026-09-21,"[10:00,11:00)",2001,1340
R016C019,2026-09-21,"[09:00,10:00)",34306,28470
R010C004,2026-09-21,"[04:00,05:00)",1515,1039
R019C005,2026-09-21,"[05:00,06:00)",2234,1804
R009C011,2026-09-21,"[09:00,10:00)",89504,71446
R012C002,2026-09-21,"[04:00,05:00)",642,547
R007C014,2026-09-21,"[13:00,14:00)",38102,30121
R011C002,2026-09-21,"[17:00,18:00)",53491,45525
R019C007,2026-09-21,"[17:00,18:00)",5184,4015
R017C015,2026-09-21,"[21:00,22:00)",614,546
R009C000,2026-09-21,"[15:00,16:00)",1663,1639
R008C009,2026-09-21,"[05:00,06:00)",9068,7777
R021C012,2026-09-21,"[12:00,13:00)",1638,1482
R016C015,2026-09-21,"[21:00,22:00)",200,165
R007C005,2026-09-21,"[06:00,07:00)",5616,4086
R016C004,2026-09-21,"[17:00,18:00)",4375,3646
R021C013,2026-09-21,"[18:00,19:00)",5655,4071
R021C011,2026-09-21,"[23:00,00:00)",245,234
R017C006,2026-09-21,"[06:00,07:00)",1446,1387
R014C016,2026-09-21,"[11:00,12:00)",14301,12476
R010C012,2026-09-21,"[15:00,16:00)",40921,34237
R004C008,2026-09-21,"[20:00,21:00)",3338,2884
R016C007,2026-09-21,"[14:00,15:00)",3912,3292
R014C009,2026-09-21,"[17:00,18:00)",31047,23696
R006C008,2026-09-21,"[13:00,14:00)",33598,24515
R005C007,2026-09-21,"[03:00,04:00)",935,778
R014C021,2026-09-21,"[10:00,11:00)",1986,1581
R011C012,2026-09-21,"[22:00,23:00)",13935,11531
R017C010,2026-09-21,"[10:00,11:00)",17102,13828
R006C011,2026-09-21,"[22:00,23:00)",6215,5404
R012C011,2026-09-21,"[20:00,21:00)",71678,55623
R014C016,2026-09-21,"[05:00,06:00)",2228,2007
R021C008,2026-09-21,"[18:00,19:00)",5151,4122
R009C003,2026-09-21,"[14:00,15:00)",51381,43824
R025C010,2026-09-21,"[18:00,19:00)",2941,2176
R010C000,2026-09-21,"[21:00,22:00)",5003,4631
R024C005,2026-09-21,"[06:00,07:00)",272,272
R017C003,2026-09-21,"[04:00,05:00)",32,32
R007C016,2026-09-21,"[20:00,21:00)",1445,1312
R014C007,2026-09-21,"[14:00,15:00)",8857,6180
R017C017,2026-09-21,"[18:00,19:00)",3289,3069
R018C011,2026-09-21,"[15:00,16:00)",7246,6856
R020C006,2026-09-21,"[07:00,08:00)",4527,3559
R003C007,2026-09-21,"[09:00,10:00)",14927,13242
R012C017,2026-09-21,"[11:00,12:00)",36706,25639
R020C003,2026-09-21,"[12:00,13:00)",333,265
R022C013,2026-09-21,"[19:00,20:00)",2212,1867
R003C017,2026-09-21,"[18:00,19:00)",14003,12625
R010C017,2026-09-21,"[13:00,14:00)",42374,30596
R007C010,2026-09-21,"[12:00,13:00)",31422,22845
R024C008,2026-09-21,"[11:00,12:00)",2665,1933
R015C011,2026-09-21,"[23:00,00:00)",2233,1814
R010C016,2026-09-21,"[22:00,23:00)",10228,7631
R005C017,2026-09-21,"[14:00,15:00)",8975,6908
R009C016,2026-09-21,"[23:00,00:00)",4045,3447
R013C008,2026-09-21,"[08:00,09:00)",9148,8533
R012C020,2026-09-21,"[21:00,22:00)",1256,1236
R013C008,2026-09-21,"[11:00,12:00)",6941,6003
R010C000,2026-09-21,"[16:00,17:00)",17873,16724
R017C014,2026-09-21,"[22:00,23:00)",253,205
R017C015,2026-09-21,"[15:00,16:00)",1500,1418
R017C015,2026-09-21,"[22:00,23:00)",235,188
R013C006,2026-09-21,"[17:00,18:00)",22792,16528
R008C010,2026-09-21,"[07:00,08:00)",19874,18989
R003C007,2026-09-21,"[16:00,17:00)",18432,16641
R018C013,2026-09-21,"[13:00,14:00)",2835,2123
R005C012,2026-09-21,"[22:00,23:00)",4982,3955
R019C007,2026-09-21,"[23:00,00:00)",689,475
R015C020,2026-09-21,"[20:00,21:00)",2803,2251
R008C005,2026-09-21,"[14:00,15:00)",75782,56317
R021C008,2026-09-21,"[23:00,00:00)",432,409
R008C018,2026-09-21,"[05:00,06:00)",983,576
R016C012,2026-09-21,"[21:00,22:00)",10614,8219
R014C020,2026-09-21,"[04:00,05:00)",99,67
R020C015,2026-09-21,"[19:00,20:00)",183,183
R001C020,2026-09-21,"[13:00,14:00)",12500,11191
R013C008,2026-09-21,"[07:00,08:00)",9119,8638
R018C003,2026-09-21,"[05:00,06:00)",227,187
R010C011,2026-09-21,"[20:00,21:00)",58811,42979
R024C007,2026-09-21,"[14:00,15:00)",847,573
R010C004,2026-09-21,"[18:00,19:00)",30974,23290
R017C017,2026-09-21,"[21:00,22:00)",986,905
R013C012,2026-09-21,"[22:00,23:00)",25469,20453
R011C014,2026-09-21,"[15:00,16:00)",70249,52450
R017C002,2026-09-21,"[02:00,03:00)",12,12
R014C012,2026-09-21,"[06:00,07:00)",22909,18565
R025C011,2026-09-21,"[22:00,23:00)",665,522
R014C002,2026-09-21,"[12:00,13:00)",2986,1966
R013C018,2026-09-21,"[14:00,15:00)",23326,18765
R010C003,2026-09-21,"[06:00,07:00)",12887,10816
R015C006,2026-09-21,"[18:00,19:00)",705,681
R009C010,2026-09-21,"[04:00,05:00)",6763,4925
R023C012,2026-09-21,"[10:00,11:00)",2511,2360
R004C014,2026-09-21,"[17:00,18:00)",2228,1554
R013C012,2026-09-21,"[09:00,10:00)",97185,75389
R017C001,2026-09-21,"[10:00,11:00)",91,91
R019C014,2026-09-21,"[22:00,23:00)",547,451
R009C007,2026-09-21,"[21:00,22:00)",21481,16989
R011C017,2026-09-21,"[06:00,07:00)",13411,10880
R010C010,2026-09-21,"[04:00,05:00)",6472,4492
R008C003,2026-09-21,"[10:00,11:00)",39953,32453
R015C005,2026-09-21,"[16:00,17:00)",1179,1131
R020C013,2026-09-21,"[04:00,05:00)",171,139
R017C005,2026-09-21,"[07:00,08:00)",1375,1284
R010C014,2026-09-21,"[09:00,10:00)",48306,37188
R007C006,2026-09-21,"[20:00,21:00)",13721,9956
R008C012,2026-09-21,"[09:00,10:00)",51160,45567
R009C010,2026-09-21,"[03:00,04:00)",5733,4074
R011C016,2026-09-21,"[02:00,03:00)",1221,704
R006C009,2026-09-21,"[07:00,08:00)",21840,17851
R016C001,2026-09-21,"[07:00,08:00)",31,31
R008C011,2026-09-21,"[18:00,19:00)",17354,16493
R007C007,2026-09-21,"[16:00,17:00)",76562,57027
R014C006,2026-09-21,"[04:00,05:00)",531,289
R021C013,2026-09-21,"[14:00,15:00)",5188,3511
R005C017,2026-09-21,"[23:00,00:00)",1010,739
R023C003,2026-09-21,"[10:00,11:00)",40,40
R009C002,2026-09-21,"[18:00,19:00)",23562,20593
R021C012,2026-09-21,"[02:00,03:00)",142,59
R013C011,2026-09-21,"[20:00,21:00)",60039,45888
R007C015,2026-09-21,"[22:00,23:00)",4037,3275
R016C015,2026-09-21,"[07:00,08:00)",513,501
R017C014,2026-09-21,"[04:00,05:00)",79,79
R011C016,2026-09-21,"[21:00,22:00)",9466,7273
R008C011,2026-09-21,"[23:00,00:00)",2859,2462
R011C007,2026-09-21,"[14:00,15:00)",86551,61334
R007C016,2026-09-21,"[19:00,20:00)",2054,1888
R014C016,2026-09-21,"[23:00,00:00)",2011,1696
R015C014,2026-09-21,"[22:00,23:00)",1001,918
R022C005,2026-09-21,"[11:00,12:00)",124,124
R008C018,2026-09-21,"[11:00,12:00)",4040,2370
R005C017,2026-09-21,"[07:00,08:00)",14873,13428
R004C013,2026-09-21,"[03:00,04:00)",528,291
R015C019,2026-09-21,"[18:00,19:00)",12194,11320
R004C010,2026-09-21,"[04:00,05:00)",52,52
R015C016,2026-09-21,"[06:00,07:00)",15936,12980
R006C015,2026-09-21,"[12:00,13:00)",30326,22352
R017C001,2026-09-21,"[16:00,17:00)",83,83
R011C005,2026-09-21,"[09:00,10:00)",34559,25829
