area_id,date,time_slice,passers_by,unique_passers_by
R003C016,2026-09-21,"[08:00,09:00)",2880,2325
R016C006,2026-09-21,"[09:00,10:00)",728,704
R006C007,2026-09-21,"[20:00,21:00)",19386,14630
R017C005,2026-09-21,"[22:00,23:00)",322,191
R023C011,2026-09-21,"[06:00,07:00)",1944,1635
R018C016,2026-09-21,"[03:00,04:00)",60,48
R009C004,2026-09-21,"[16:00,17:00)",62208,50943
R009C012,2026-09-21,"[20:00,21:00)",33886,29403
R018C003,2026-09-21,"[20:00,21:00)",329,305
R023C006,2026-09-21,"[08:00,09:00)",2565,1880
R024C008,2026-09-21,"[07:00,08:00)",3129,2584
R011C015,2026-09-21,"[13:00,14:00)",29662,21712
R018C002,2026-09-21,"[10:00,11:00)",854,647
R010C009,2026-09-21,"[05:00,06:00)",15367,11021
R003C012,2026-09-21,"[02:00,03:00)",676,572
R020C005,2026-09-21,"[02:00,03:00)",419,268
R020C009,2026-09-21,"[05:00,06:00)",3547,2464
R013C008,2026-09-21,"[10:00,11:00)",6485,5532
R020C008,2026-09-21,"[20:00,21:00)",9258,5831
R015C004,2026-09-21,"[05:00,06:00)",745,518
R004C017,2026-09-21,"[14:00,15:00)",25676,18384
R004C014,2026-09-21,"[11:00,12:00)",1513,943
R011C019,2026-09-21,"[13:00,14:00)",2476,2322
R015C006,2026-09-21,"[11:00,12:00)",928,852
R017C017,2026-09-21,"[10:00,11:00)",2586,2382
R014C005,2026-09-21,"[18:00,19:00)",4525,3830
R007C014,2026-09-21,"[11:00,12:00)",36237,28106
R004C014,2026-09-21,"[12:00,13:00)",1461,1056
R007C007,2026-09-21,"[06:00,07:00)",20059,17070
R011C006,2026-09-21,"[02:00,03:00)",1409,965
R020C010,2026-09-21,"[21:00,22:00)",11486,7792
R010C016,2026-09-21,"[09:00,10:00)",39008,29761
R018C014,2026-09-21,"[20:00,21:00)",1474,1092
R006C014,2026-09-21,"[18:00,19:00)",49358,37173
R010C015,2026-09-21,"[11:00,12:00)",36722,26175
R012C007,2026-09-21,"[14:00,15:00)",32564,22329
R010C018,2026-09-21,"[19:00,20:00)",28288,22704
R015C013,2026-09-21,"[08:00,09:00)",26255,21438
R008C014,2026-09-21,"[08:00,09:00)",84832,73380
R017C007,2026-09-21,"[20:00,21:00)",2692,2165
R011C003,2026-09-21,"[07:00,08:00)",30329,24519
R009C015,2026-09-21,"[04:00,05:00)",3622,2816
R008C009,2026-09-21,"[14:00,15:00)",80202,62165
R023C006,2026-09-21,"[16:00,17:00)",2961,2125
R015C012,2026-09-21,"[06:00,07:00)",9428,8111
R012C009,2026-09-21,"[17:00,18:00)",155992,107791
R008C006,2026-09-21,"[15:00,16:00)",52100,44268
R017C006,2026-09-21,"[22:00,23:00)",167,143
R013C014,2026-09-21,"[11:00,12:00)",30847,23989
R015C007,2026-09-21,"[08:00,09:00)",4423,4144
R015C016,2026-09-21,"[22:00,23:00)",8734,7298
R020C006,2026-09-21,"[15:00,16:00)",4628,3031
R013C004,2026-09-21,"[06:00,07:00)",4593,3814
R020C005,2026-09-21,"[23:00,00:00)",1111,737
R022C008,2026-09-21,"[10:00,11:00)",6029,3563
R017C017,2026-09-21,"[13:00,14:00)",2225,2088
R016C000,2026-09-21,"[18:00,19:00)",83,71
R007C010,2026-09-21,"[23:00,00:00)",2617,2235
R018C015,2026-09-21,"[09:00,10:00)",4509,3151
R020C002,2026-09-21,"[11:00,12:00)",132,132
R013C009,2026-09-21,"[05:00,06:00)",3149,2502
R012C010,2026-09-21,"[22:00,23:00)",39496,28485
R010C014,2026-09-21,"[12:00,13:00)",49710,36575
R016C006,2026-09-21,"[13:00,14:00)",909,862
R019C008,2026-09-21,"[05:00,06:00)",349,285
R025C011,2026-09-21,"[16:00,17:00)",3048,2304
R008C004,2026-09-21,"[17:00,18:00)",103120,75518
R011C013,2026-09-21,"[16:00,17:00)",88056,68707
R011C018,2026-09-21,"[21:00,22:00)",14506,11137
R020C008,2026-09-21,"[13:00,14:00)",14315,8531
R015C015,2026-09-21,"[19:00,20:00)",35784,27653
R024C006,2026-09-21,"[19:00,20:00)",495,291
R006C007,2026-09-21,"[17:00,18:00)",44223,32050
R007C017,2026-09-21,"[16:00,17:00)",6716,5469
R008C011,2026-09-21,"[03:00,04:00)",706,603
R011C017,2026-09-21,"[12:00,13:00)",35408,27073
R010C018,2026-09-21,"[15:00,16:00)",32563,25421
R003C012,2026-09-21,"[11:00,12:00)",17603,15814
R021C009,2026-09-21,"[17:00,18:00)",19776,15313
R020C010,2026-09-21,"[03:00,04:00)",958,649
R022C007,2026-09-21,"[12:00,13:00)",2790,1830
R012C002,2026-09-21,"[19:00,20:00)",13265,10353
R013C015,2026-09-21,"[03:00,04:00)",296,276
R005C015,2026-09-21,"[07:00,08:00)",36152,27723
R004C016,2026-09-21,"[03:00,04:00)",295,252
R021C015,2026-09-21,"[07:00,08:00)",44,32
R021C006,2026-09-21,"[10:00,11:00)",279,259
R025C010,2026-09-21,"[13:00,14:00)",1445,1098
R010C009,2026-09-21,"[02:00,03:00)",7417,3845
R009C001,2026-09-21,"[12:00,13:00)",3478,3108
R024C009,2026-09-21,"[14:00,15:00)",3096,2428
R006C006,2026-09-21,"[20:00,21:00)",9293,7253
R011C014,2026-09-21,"[19:00,20:00)",57685,42450
R011C004,2026-09-21,"[10:00,11:00)",21678,15735
R008C014,2026-09-21,"[22:00,23:00)",12797,11266
R016C005,2026-09-21,"[09:00,10:00)",1264,1055
R013C005,2026-09-21,"[12:00,13:00)",13082,8917
R021C009,2026-09-21,"[07:00,08:00)",17566,15346
R021C004,2026-09-21,"[08:00,09:00)",964,742
R010C011,2026-09-21,"[07:00,08:00)",96511,73098
R011C004,2026-09-21,"[05:00,06:00)",2819,2196
R024C011,2026-09-21,"[08:00,09:00)",2425,2166
R015C012,2026-09-21,"[07:00,08:00)",35177,29887
R015C016,2026-09-21,"[05:00,06:00)",4498,3636
R014C008,2026-09-21,"[14:00,15:00)",5299,4111
R007C015,2026-09-21,"[09:00,10:00)",21512,16540
R016C017,2026-09-21,"[18:00,19:00)",16633,15783
R004C013,2026-09-21,"[15:00,16:00)",6865,5242
R003C016,2026-09-21,"[19:00,20:00)",1900,1617
R016C002,2026-09-21,"[06:00,07:00)",32,32
R009C014,2026-09-21,"[22:00,23:00)",16660,13107
R013C021,2026-09-21,"[20:00,21:00)",1404,1332
R006C008,2026-09-21,"[23:00,00:00)",5494,4140
R024C010,2026-09-21,"[06:00,07:00)",744,724
R025C011,2026-09-21,"[03:00,04:00)",92,79
R012C018,2026-09-21,"[13:00,14:00)",21094,17006
R009C011,2026-09-21,"[07:00,08:00)",93085,78489
R013C008,2026-09-21,"[03:00,04:00)",319,213
R018C002,2026-09-21,"[19:00,20:00)",1143,768
R018C010,2026-09-21,"[02:00,03:00)",495,356
R012C009,2026-09-21,"[14:00,15:00)",115993,78892
R010C003,2026-09-21,"[10:00,11:00)",34354,25768
R020C010,2026-09-21,"[16:00,17:00)",30477,21256
R015C001,2026-09-21,"[06:00,07:00)",209,209
R020C011,2026-09-21,"[02:00,03:00)",621,435
R013C020,2026-09-21,"[02:00,03:00)",301,129
R014C017,2026-09-21,"[13:00,14:00)",19103,14920
R004C010,2026-09-21,"[16:00,17:00)",1319,1161
R012C002,2026-09-21,"[06:00,07:00)",4455,3671
R011C011,2026-09-21,"[08:00,09:00)",134020,105032
R009C004,2026-09-21,"[12:00,13:00)",54116,41919
R008C010,2026-09-21,"[10:00,11:00)",18245,16691
R004C009,2026-09-21,"[16:00,17:00)",845,621
R001C021,2026-09-21,"[13:00,14:00)",18432,15324
R023C006,2026-09-21,"[15:00,16:00)",1359,878
R010C009,2026-09-21,"[16:00,17:00)",233043,162070
R019C009,2026-09-21,"[23:00,00:00)",1258,885
R012C011,2026-09-21,"[15:00,16:00)",125409,94628
R011C015,2026-09-21,"[16:00,17:00)",41818,32058
R004C009,2026-09-21,"[07:00,08:00)",800,705
R016C013,2026-09-21,"[20:00,21:00)",2939,2328
R021C011,2026-09-21,"[02:00,03:00)",107,67
R010C002,2026-09-21,"[10:00,11:00)",44120,34652
R008C007,2026-09-21,"[22:00,23:00)",13041,10690
R005C011,2026-09-21,"[07:00,08:00)",44973,38078
R017C001,2026-09-21,"[15:00,16:00)",99,99
R015C004,2026-09-21,"[23:00,00:00)",291,291
R016C018,2026-09-21,"[02:00,03:00)",1143,940
R008C013,2026-09-21,"[05:00,06:00)",12966,10349
R016C003,2026-09-21,"[16:00,17:00)",527,516
R004C016,2026-09-21,"[13:00,14:00)",18215,14153
R012C020,2026-09-21,"[16:00,17:00)",4527,4427
R009C009,2026-09-21,"[14:00,15:00)",77510,64861
R019C006,2026-09-21,"[02:00,03:00)",1006,483
R016C005,2026-09-21,"[08:00,09:00)",1356,1182
R003C010,2026-09-21,"[03:00,04:00)",253,173
R012C016,2026-09-21,"[10:00,11:00)",12585,11177
R013C008,2026-09-21,"[20:00,21:00)",4130,3583
R005C016,2026-09-21,"[03:00,04:00)",495,408
R016C014,2026-09-21,"[20:00,21:00)",537,525
R004C010,2026-09-21,"[17:00,18:00)",1720,1541
R020C003,2026-09-21,"[21:00,22:00)",95,83
R009C014,2026-09-21,"[21:00,22:00)",29646,23100
R016C011,2026-09-21,"[13:00,14:00)",18210,15195
R013C008,2026-09-21,"[19:00,20:00)",5017,4428
R005C010,2026-09-21,"[19:00,20:00)",8660,7537
R006C009,2026-09-21,"[04:00,05:00)",917,645
R011C008,2026-09-21,"[08:00,09:00)",118233,89183
R011C012,2026-09-21,"[16:00,17:00)",66813,54113
R018C003,2026-09-21,"[15:00,16:00)",391,379
R015C007,2026-09-21,"[15:00,16:00)",4670,4133
R004C009,2026-09-21,"[13:00,14:00)",926,587
R009C015,2026-09-21,"[03:00,04:00)",3366,2374
R023C010,2026-09-21,"[05:00,06:00)",210,210
R010C004,2026-09-21,"[12:00,13:00)",25336,17597
R016C018,2026-09-21,"[04:00,05:00)",1469,1222
R010C010,2026-09-21,"[20:00,21:00)",110004,77337
R013C015,2026-09-21,"[22:00,23:00)",2860,2655
R022C014,2026-09-21,"[17:00,18:00)",351,262
R008C006,2026-09-21,"[17:00,18:00)",60265,50859
R023C006,2026-09-21,"[06:00,07:00)",910,711
R004C017,2026-09-21,"[20:00,21:00)",11521,9526
R012C003,2026-09-21,"[15:00,16:00)",31227,22217
R003C012,2026-09-21,"[16:00,17:00)",26477,23662
R020C010,2026-09-21,"[06:00,07:00)",12228,9399
R002C019,2026-09-21,"[03:00,04:00)",646,403
R018C006,2026-09-21,"[22:00,23:00)",1220,843
R021C006,2026-09-21,"[08:00,09:00)",641,609
R005C017,2026-09-21,"[06:00,07:00)",5535,4503
R009C008,2026-09-21,"[05:00,06:00)",4910,4112
R020C009,2026-09-21,"[03:00,04:00)",1214,657
R017C012,2026-09-21,"[09:00,10:00)",6311,4696
R025C011,2026-09-21,"[05:00,06:00)",419,314
R021C013,2026-09-21,"[06:00,07:00)",2066,1670
R017C008,2026-09-21,"[19:00,20:00)",1525,1251
R015C000,2026-09-21,"[15:00,16:00)",197,197
R018C005,2026-09-21,"[02:00,03:00)",151,104
R013C017,2026-09-21,"[03:00,04:00)",795,610
R017C009,2026-09-21,"[10:00,11:00)",5551,3832
R014C015,2026-09-21,"[05:00,06:00)",4251,3527
R014C010,2026-09-21,"[03:00,04:00)",650,458
R019C008,2026-09-21,"[14:00,15:00)",2184,1650
R013C006,2026-09-21,"[02:00,03:00)",1027,640
R010C002,2026-09-21,"[04:00,05:00)",2262,1918
R008C005,2026-09-21,"[06:00,07:00)",22340,18694
R012C006,2026-09-21,"[10:00,11:00)",22421,16219
R010C000,2026-09-21,"[23:00,00:00)",1650,1459
R011C011,2026-09-21,"[18:00,19:00)",133629,100166
R020C012,2026-09-21,"[21:00,22:00)",1368,1019
R007C014,2026-09-21,"[04:00,05:00)",2086,1656
R011C011,2026-09-21,"[19:00,20:00)",101212,74583
R020C014,2026-09-21,"[13:00,14:00)",2228,1786
R016C019,2026-09-21,"[13:00,14:00)",28892,24000
R008C008,2026-09-21,"[21:00,22:00)",17640,15356
R012C015,2026-09-21,"[19:00,20:00)",20759,17925
R016C001,2026-09-21,"[10:00,11:00)",12,12
R012C002,2026-09-21,"[14:00,15:00)",15246,11608
R013C016,2026-09-21,"[04:00,05:00)",332,264
R006C017,2026-09-21,"[12:00,13:00)",9909,6576
R012C003,2026-09-21,"[14:00,15:00)",29242,19939
R004C008,2026-09-21,"[10:00,11:00)",6271,4603
R018C009,2026-09-21,"[16:00,17:00)",12541,9333
R011C007,2026-09-21,"[06:00,07:00)",27113,22538
R013C015,2026-09-21,"[13:00,14:00)",15559,13845
R011C013,2026-09-21,"[17:00,18:00)",99934,78285
R020C005,2026-09-21,"[17:00,18:00)",12085,8617
R005C013,2026-09-21,"[13:00,14:00)",2986,2328
R008C005,2026-09-21,"[16:00,17:00)",83703,64338
R009C012,2026-09-21,"[08:00,09:00)",75348,66053
R013C008,2026-09-21,"[15:00,16:00)",8453,7502
R017C004,2026-09-21,"[22:00,23:00)",266,239
R010C013,2026-09-21,"[20:00,21:00)",23304,19363
R019C013,2026-09-21,"[19:00,20:00)",803,736
R004C011,2026-09-21,"[13:00,14:00)",22192,16236
R017C016,2026-09-21,"[09:00,10:00)",3544,2798
R018C003,2026-09-21,"[18:00,19:00)",481,458
R009C013,2026-09-21,"[11:00,12:00)",63068,47616
R022C010,2026-09-21,"[04:00,05:00)",119,119
R015C013,2026-09-21,"[05:00,06:00)",1313,1091
R007C017,2026-09-21,"[09:00,10:00)",6901,5198
R015C000,2026-09-21,"[11:00,12:00)",333,246
R014C013,2026-09-21,"[17:00,18:00)",87034,71618
R024C009,2026-09-21,"[02:00,03:00)",159,91
R004C013,2026-09-21,"[09:00,10:00)",5712,4508
R010C002,2026-09-21,"[05:00,06:00)",4787,3938
R018C001,2026-09-21,"[21:00,22:00)",103,91
R024C011,2026-09-21,"[12:00,13:00)",683,583
R012C011,2026-09-21,"[21:00,22:00)",51335,40039
R017C009,2026-09-21,"[11:00,12:00)",5885,3807
R008C004,2026-09-21,"[03:00,04:00)",5691,3912
R017C013,2026-09-21,"[20:00,21:00)",2785,1923
R021C002,2026-09-21,"[06:00,07:00)",80,80
R012C011,2026-09-21,"[18:00,19:00)",134926,103350
R014C018,2026-09-21,"[13:00,14:00)",21459,16165
R020C014,2026-09-21,"[08:00,09:00)",2967,2430
R021C005,2026-09-21,"[18:00,19:00)",1113,800
R011C014,2026-09-21,"[03:00,04:00)",1765,1314
R016C014,2026-09-21,"[14:00,15:00)",730,719
R006C010,2026-09-21,"[23:00,00:00)",2311,2001
R012C016,2026-09-21,"[07:00,08:00)",23413,21078
R009C009,2026-09-21,"[04:00,05:00)",4456,3527
R015C005,2026-09-21,"[09:00,10:00)",1193,1035
R015C008,2026-09-21,"[15:00,16:00)",4622,3662
R024C007,2026-09-21,"[15:00,16:00)",884,717
R013C016,2026-09-21,"[03:00,04:00)",153,141
R013C016,2026-09-21,"[13:00,14:00)",9837,8060
R017C014,2026-09-21,"[10:00,11:00)",733,613
R009C013,2026-09-21,"[03:00,04:00)",1889,1664
R015C005,2026-09-21,"[13:00,14:00)",1530,1226
R003C019,2026-09-21,"[21:00,22:00)",2297,2289
R002C019,2026-09-21,"[13:00,14:00)",12795,10580
R008C008,2026-09-21,"[05:00,06:00)",5181,4659
R007C017,2026-09-21,"[21:00,22:00)",1557,1297
R010C014,2026-09-21,"[03:00,04:00)",1954,1321
R018C013,2026-09-21,"[08:00,09:00)",1935,1560
R010C002,2026-09-21,"[19:00,20:00)",38484,31278
R024C010,2026-09-21,"[13:00,14:00)",848,733
R017C011,2026-09-21,"[04:00,05:00)",355,307
R022C006,2026-09-21,"[16:00,17:00)",3064,2054
R014C013,2026-09-21,"[10:00,11:00)",45351,37437
R008C011,2026-09-21,"[09:00,10:00)",17845,17054
R022C008,2026-09-21,"[13:00,14:00)",7811,4455
R006C014,2026-09-21,"[16:00,17:00)",52552,39700
R008C015,2026-09-21,"[11:00,12:00)",20204,14086
R009C009,2026-09-21,"[23:00,00:00)",9539,8503
R014C008,2026-09-21,"[15:00,16:00)",6062,4758
R006C017,2026-09-21,"[07:00,08:00)",12711,9795
R018C008,2026-09-21,"[04:00,05:00)",256,173
R024C008,2026-09-21,"[15:00,16:00)",3383,2332
R013C010,2026-09-21,"[08:00,09:00)",75973,59303
R023C007,2026-09-21,"[21:00,22:00)",609,457
R019C011,2026-09-21,"[16:00,17:00)",25754,18951
R010C006,2026-09-21,"[11:00,12:00)",58455,45822
R006C013,2026-09-21,"[09:00,10:00)",16475,14392
R018C010,2026-09-21,"[21:00,22:00)",7653,6473
R009C012,2026-09-21,"[03:00,04:00)",2410,2081
R010C005,2026-09-21,"[19:00,20:00)",22883,18744
R017C009,2026-09-21,"[15:00,16:00)",6124,4166
R018C000,2026-09-21,"[10:00,11:00)",267,179
R018C003,2026-09-21,"[11:00,12:00)",313,313
R010C005,2026-09-21,"[04:00,05:00)",1944,1627
R015C005,2026-09-21,"[07:00,08:00)",936,916
R008C008,2026-09-21,"[03:00,04:00)",1315,1219
R008C010,2026-09-21,"[22:00,23:00)",5064,4584
R015C004,2026-09-21,"[11:00,12:00)",5552,3782
R007C016,2026-09-21,"[14:00,15:00)",4619,3685
R007C005,2026-09-21,"[20:00,21:00)",15704,10926
R008C003,2026-09-21,"[18:00,19:00)",41364,36906
R013C003,2026-09-21,"[04:00,05:00)",478,444
R014C014,2026-09-21,"[13:00,14:00)",51652,39384
R017C009,2026-09-21,"[23:00,00:00)",450,304
R014C018,2026-09-21,"[12:00,13:00)",18407,14009
R009C015,2026-09-21,"[19:00,20:00)",38042,29046
R016C009,2026-09-21,"[22:00,23:00)",1537,1241
R015C018,2026-09-21,"[11:00,12:00)",21218,18515
R012C004,2026-09-21,"[03:00,04:00)",1017,663
R005C013,2026-09-21,"[08:00,09:00)",3197,2677
R005C012,2026-09-21,"[21:00,22:00)",8711,7220
R006C014,2026-09-21,"[07:00,08:00)",54401,43703
R017C007,2026-09-21,"[17:00,18:00)",5055,4420
R020C015,2026-09-21,"[23:00,00:00)",24,24
R024C004,2026-09-21,"[15:00,16:00)",74,74
R020C014,2026-09-21,"[20:00,21:00)",1356,1007
R009C006,2026-09-21,"[23:00,00:00)",8308,7059
R005C016,2026-09-21,"[09:00,10:00)",22147,18083
R010C006,2026-09-21,"[09:00,10:00)",71671,56414
R015C008,2026-09-21,"[20:00,21:00)",2089,1717
R011C018,2026-09-21,"[05:00,06:00)",2938,2344
R017C011,2026-09-21,"[23:00,00:00)",951,884
R007C017,2026-09-21,"[15:00,16:00)",6615,4892
R020C014,2026-09-21,"[07:00,08:00)",2518,2119
R007C012,2026-09-21,"[14:00,15:00)",36428,30004
R005C013,2026-09-21,"[21:00,22:00)",1792,1310
R008C006,2026-09-21,"[18:00,19:00)",50910,44172
R018C014,2026-09-21,"[19:00,20:00)",1951,1530
R002C019,2026-09-21,"[23:00,00:00)",2363,1953
R009C001,2026-09-21,"[04:00,05:00)",303,303
R019C013,2026-09-21,"[10:00,11:00)",2029,1473
R014C017,2026-09-21,"[21:00,22:00)",9390,7733
R016C007,2026-09-21,"[10:00,11:00)",3445,2747
R011C019,2026-09-21,"[07:00,08:00)",4777,4562
R005C008,2026-09-21,"[15:00,16:00)",24572,18633
R022C004,2026-09-21,"[06:00,07:00)",20,20
R017C013,2026-09-21,"[16:00,17:00)",5973,4464
R017C005,2026-09-21,"[03:00,04:00)",49,49
R010C003,2026-09-21,"[23:00,00:00)",5859,4713
R020C009,2026-09-21,"[10:00,11:00)",13086,9015
R020C015,2026-09-21,"[02:00,03:00)",8,8
R012C016,2026-09-21,"[04:00,05:00)",537,478
R017C000,2026-09-21,"[15:00,16:00)",59,59
R013C019,2026-09-21,"[11:00,12:00)",1869,1402
R013C011,2026-09-21,"[07:00,08:00)",104508,84117
R013C019,2026-09-21,"[23:00,00:00)",502,431
R014C019,2026-09-21,"[11:00,12:00)",4196,2836
R008C012,2026-09-21,"[23:00,00:00)",9003,7533
R015C014,2026-09-21,"[06:00,07:00)",2110,2093
R006C016,2026-09-21,"[02:00,03:00)",580,378
R018C017,2026-09-21,"[11:00,12:00)",297,262
R015C004,2026-09-21,"[07:00,08:00)",6121,4684
R004C012,2026-09-21,"[06:00,07:00)",11469,9890
R016C000,2026-09-21,"[19:00,20:00)",63,51
R013C009,2026-09-21,"[12:00,13:00)",36060,24842
R008C008,2026-09-21,"[12:00,13:00)",45036,36867
R002C019,2026-09-21,"[08:00,09:00)",16564,14429
R005C012,2026-09-21,"[10:00,11:00)",17244,13652
R016C010,2026-09-21,"[16:00,17:00)",41925,31857
R020C004,2026-09-21,"[14:00,15:00)",3838,2603
R018C016,2026-09-21,"[02:00,03:00)",108,64
R006C017,2026-09-21,"[21:00,22:00)",2870,2073
R003C012,2026-09-21,"[23:00,00:00)",2124,1909
R006C007,2026-09-21,"[03:00,04:00)",1005,734
R015C010,2026-09-21,"[21:00,22:00)",9701,7484
R013C012,2026-09-21,"[16:00,17:00)",136025,101059
R020C013,2026-09-21,"[14:00,15:00)",2686,2219
R020C002,2026-09-21,"[12:00,13:00)",152,112
R011C012,2026-09-21,"[03:00,04:00)",1557,1252
R014C014,2026-09-21,"[19:00,20:00)",47629,37807
R016C014,2026-09-21,"[10:00,11:00)",667,659
R019C014,2026-09-21,"[06:00,07:00)",1141,1058
R008C010,2026-09-21,"[20:00,21:00)",13348,11735
R017C016,2026-09-21,"[20:00,21:00)",2276,1562
R012C003,2026-09-21,"[16:00,17:00)",37010,25612
R024C011,2026-09-21,"[06:00,07:00)",872,786
R017C013,2026-09-21,"[19:00,20:00)",4444,3290
R009C004,2026-09-21,"[17:00,18:00)",65987,54099
R016C013,2026-09-21,"[14:00,15:00)",5527,4057
R011C001,2026-09-21,"[18:00,19:00)",41245,37042
R009C015,2026-09-21,"[05:00,06:00)",6437,5156
R008C010,2026-09-21,"[03:00,04:00)",1227,1120
R014C004,2026-09-21,"[11:00,12:00)",6184,4586
R010C011,2026-09-21,"[22:00,23:00)",23044,17454
R016C017,2026-09-21,"[09:00,10:00)",13897,13084
R018C006,2026-09-21,"[08:00,09:00)",6426,4839
R009C005,2026-09-21,"[22:00,23:00)",15309,11729
R016C018,2026-09-21,"[13:00,14:00)",18916,17157
R008C009,2026-09-21,"[15:00,16:00)",83531,64889
R003C007,2026-09-21,"[22:00,23:00)",2966,2585
R012C021,2026-09-21,"[22:00,23:00)",855,771
R017C004,2026-09-21,"[16:00,17:00)",2615,2504
R004C007,2026-09-21,"[15:00,16:00)",24174,18438
R021C010,2026-09-21,"[10:00,11:00)",7511,6295
R015C001,2026-09-21,"[19:00,20:00)",445,395
R012C017,2026-09-21,"[03:00,04:00)",1681,1186
R020C015,2026-09-21,"[08:00,09:00)",107,107
R011C015,2026-09-21,"[20:00,21:00)",21136,16315
R012C011,2026-09-21,"[04:00,05:00)",4939,3682
R022C009,2026-09-21,"[09:00,10:00)",8854,7048
R021C006,2026-09-21,"[15:00,16:00)",281,206
R009C016,2026-09-21,"[22:00,23:00)",6304,5157
R018C005,2026-09-21,"[10:00,11:00)",1743,1550
R004C011,2026-09-21,"[05:00,06:00)",2513,1983
R006C014,2026-09-21,"[09:00,10:00)",37708,28329
R012C018,2026-09-21,"[03:00,04:00)",1288,1074
R015C008,2026-09-21,"[07:00,08:00)",4597,4251
R004C017,2026-09-21,"[09:00,10:00)",25525,18996
R016C009,2026-09-21,"[12:00,13:00)",8783,5974
R007C012,2026-09-21,"[11:00,12:00)",34792,28408
R010C011,2026-09-21,"[15:00,16:00)",97241,68234
R009C004,2026-09-21,"[20:00,21:00)",29795,24203
R011C001,2026-09-21,"[08:00,09:00)",44671,39561
R020C003,2026-09-21,"[10:00,11:00)",310,223
R012C012,2026-09-21,"[20:00,21:00)",49531,38356
R001C021,2026-09-21,"[02:00,03:00)",637,530
R010C009,2026-09-21,"[15:00,16:00)",201718,137602
R016C020,2026-09-21,"[14:00,15:00)",28307,22272
R018C014,2026-09-21,"[03:00,04:00)",147,79
R001C019,2026-09-21,"[04:00,05:00)",1589,1139
R010C004,2026-09-21,"[11:00,12:00)",23683,16341
R021C004,2026-09-21,"[02:00,03:00)",60,60
R021C005,2026-09-21,"[17:00,18:00)",2561,2098
R007C016,2026-09-21,"[04:00,05:00)",367,347
R008C005,2026-09-21,"[10:00,11:00)",58513,45290
R012C005,2026-09-21,"[05:00,06:00)",3288,2318
R004C009,2026-09-21,"[06:00,07:00)",329,261
R008C003,2026-09-21,"[02:00,03:00)",2447,1722
R016C008,2026-09-21,"[06:00,07:00)",5680,4178
R016C008,2026-09-21,"[21:00,22:00)",1911,1454
R014C013,2026-09-21,"[19:00,20:00)",51717,43298
R022C008,2026-09-21,"[12:00,13:00)",7245,4401
R019C006,2026-09-21,"[17:00,18:00)",8727,6563
R015C017,2026-09-21,"[15:00,16:00)",52869,40121
R015C018,2026-09-21,"[07:00,08:00)",34238,31156
R007C006,2026-09-21,"[22:00,23:00)",5403,3801
R001C021,2026-09-21,"[16:00,17:00)",30360,25851
R021C008,2026-09-21,"[08:00,09:00)",6727,5297
R003C014,2026-09-21,"[21:00,22:00)",1078,676
R012C004,2026-09-21,"[08:00,09:00)",35705,26067
R017C007,2026-09-21,"[10:00,11:00)",4135,3414
R023C009,2026-09-21,"[11:00,12:00)",5316,3786
R022C007,2026-09-21,"[15:00,16:00)",2907,1875
R006C014,2026-09-21,"[12:00,13:00)",37628,26926
R012C003,2026-09-21,"[03:00,04:00)",1099,777
R012C016,2026-09-21,"[19:00,20:00)",15295,13146
R023C008,2026-09-21,"[17:00,18:00)",4988,4111
R017C004,2026-09-21,"[19:00,20:00)",1355,1311
R012C016,2026-09-21,"[22:00,23:00)",2741,2477
R012C020,2026-09-21,"[07:00,08:00)",6638,6562
R016C005,2026-09-21,"[19:00,20:00)",910,748
R016C002,2026-09-21,"[16:00,17:00)",97,97
R010C006,2026-09-21,"[16:00,17:00)",91610,70631
R013C015,2026-09-21,"[18:00,19:00)",18109,16468
R016C004,2026-09-21,"[12:00,13:00)",3980,2878
R015C003,2026-09-21,"[12:00,13:00)",1381,1297
R018C006,2026-09-21,"[09:00,10:00)",5555,4254
R004C017,2026-09-21,"[15:00,16:00)",27903,20461
R015C014,2026-09-21,"[19:00,20:00)",4925,4692
R010C000,2026-09-21,"[20:00,21:00)",8251,7540
R015C002,2026-09-21,"[19:00,20:00)",2288,1653
R005C008,2026-09-21,"[03:00,04:00)",1217,979
R021C004,2026-09-21,"[14:00,15:00)",593,513
R003C010,2026-09-21,"[17:00,18:00)",7899,5802
R023C006,2026-09-21,"[23:00,00:00)",185,121
R004C016,2026-09-21,"[09:00,10:00)",18591,14791
R016C010,2026-09-21,"[13:00,14:00)",30842,22507
R009C009,2026-09-21,"[08:00,09:00)",94592,82670
R019C004,2026-09-21,"[11:00,12:00)",5024,3288
R021C004,2026-09-21,"[18:00,19:00)",1080,822
R015C014,2026-09-21,"[14:00,15:00)",5081,4834
R016C003,2026-09-21,"[20:00,21:00)",285,273
R010C018,2026-09-21,"[04:00,05:00)",1464,1324
R016C013,2026-09-21,"[03:00,04:00)",36,36
R012C017,2026-09-21,"[04:00,05:00)",2125,1534
R009C015,2026-09-21,"[06:00,07:00)",21768,16880
R017C001,2026-09-21,"[05:00,06:00)",60,60
R014C004,2026-09-21,"[07:00,08:00)",5555,4729
R022C009,2026-09-21,"[15:00,16:00)",10390,7909
